id;MEGNEVEZES;MERTEKEGYSEG;sorszam;MEGNEVEZES2;TARTOMANYLEIRAS;kapcsolat
755;Milyen gyakran kell erõlködnie, hogy a vizelés meginduljon?;NULL;0;Soha;NULL;
755;Milyen gyakran kell erõlködnie, hogy a vizelés meginduljon?;NULL;1;Ritkán;NULL;
755;Milyen gyakran kell erõlködnie, hogy a vizelés meginduljon?;NULL;2;Alkalmanként;NULL;
755;Milyen gyakran kell erõlködnie, hogy a vizelés meginduljon?;NULL;3;Az esetek felében;NULL;
755;Milyen gyakran kell erõlködnie, hogy a vizelés meginduljon?;NULL;4;Gyakran, sokszor;NULL;
755;Milyen gyakran kell erõlködnie, hogy a vizelés meginduljon?;NULL;5;Mindig;NULL;
756;Az esti lefekvéstõl másnap reggelig általában hányszor kell felkelnie vizelni?;NULL;-1;Nincs megadva;NULL;
756;Az esti lefekvéstõl másnap reggelig általában hányszor kell felkelnie vizelni?;NULL;0;Egyszer sem;NULL;
756;Az esti lefekvéstõl másnap reggelig általában hányszor kell felkelnie vizelni?;NULL;1;Egyszer;NULL;
756;Az esti lefekvéstõl másnap reggelig általában hányszor kell felkelnie vizelni?;NULL;2;Kétszer;NULL;
756;Az esti lefekvéstõl másnap reggelig általában hányszor kell felkelnie vizelni?;NULL;3;Háromszor;NULL;
756;Az esti lefekvéstõl másnap reggelig általában hányszor kell felkelnie vizelni?;NULL;4;Négyszer;NULL;
756;Az esti lefekvéstõl másnap reggelig általában hányszor kell felkelnie vizelni?;NULL;5;Legalább ötször;NULL;
757;Prosztatabet. Kérdõív beírt összpontszám;NULL;NULL;NULL;NULL;
758;Prosztatabet. Kérdõív számolt összpontszám;NULL;-1;nem kiértékelhető;NULL;
758;Prosztatabet. Kérdõív számolt összpontszám;NULL;0;pontszám;NULL;
759;Prosztatabet. számolt összpontszám besorolása;NULL;0;nem besorolható;NULL;
759;Prosztatabet. számolt összpontszám besorolása;NULL;1;enyhe tünetek;0 pont;
759;Prosztatabet. számolt összpontszám besorolása;NULL;2;enyhe tünetek, gyógynövény alapú gyógyszerkészítmény alkalmazása javasolt;1-7 pont;
759;Prosztatabet. számolt összpontszám besorolása;NULL;3;közepes tünetek;8-19 pont;
759;Prosztatabet. számolt összpontszám besorolása;NULL;4;súlyos tünetek;20-35 pont;
760;Testzsír% besorolása (3);NULL;0;nem számítható;NULL;
760;Testzsír% besorolása (3);NULL;1;sovány;NULL;
760;Testzsír% besorolása (3);NULL;2;egészséges;NULL;
760;Testzsír% besorolása (3);NULL;3;túlsúlyos;NULL;
760;Testzsír% besorolása (3);NULL;4;elhízott;NULL;
761;testzsír% besorolása (4);%;0;Nem besorolható;NULL;
761;testzsír% besorolása (4);%;1;csökkent;"no: <18; ffi: <10";
761;testzsír% besorolása (4);%;2;normál;"no: 18<= <20; ffi: 10<= <28";
761;testzsír% besorolása (4);%;3;emelkedett;"no: 20< ;ffi: 28<";
762;Tapasztal rendszeres gyomorégést?;NULL;0;Nem;NULL;
762;Tapasztal rendszeres gyomorégést?;NULL;1;Igen;NULL;
762;Tapasztal rendszeres gyomorégést?;NULL;2;Nincs megadva;NULL;
763;Tapasztal savas felböfögést?;NULL;0;Nem;NULL;
763;Tapasztal savas felböfögést?;NULL;1;Igen;NULL;
763;Tapasztal savas felböfögést?;NULL;2;Nincs megadva;NULL;
764;Reflux tekintetében fokozottan kockázatos csoportba tartozik;NULL;0;Nem tartozik reflux fokozott kock.csoportba;NULL;
764;Reflux tekintetében fokozottan kockázatos csoportba tartozik;NULL;1;Reflux fokozott kockázati csoportba tartozik;NULL;
764;Reflux tekintetében fokozottan kockázatos csoportba tartozik;NULL;2;Nem értékelhetó;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;-1;nem kiértékelhető;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;0;0;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;1;1;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;2;2;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;3;3;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;4;4;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;5;5;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;6;6;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;7;7;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;8;8;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;9;9;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;10;10;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;11;11;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;12;12;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;13;13;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;14;14;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;15;15;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;16;16;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;17;17;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;18;18;NULL;
765;mozgásra vonatkozó kérdések összpontszáma (MÁESZ, SzG);NULL;19;19;NULL;
766;mozgásra vonatkozó kérdéspontszámok besorolása1;NULL;-1;nem kiértékelhető;NULL;
766;mozgásra vonatkozó kérdéspontszámok besorolása1;NULL;0;0-10 pont;NULL;
766;mozgásra vonatkozó kérdéspontszámok besorolása1;NULL;1;11-19 pont;NULL;
767;mozgásra vonatkozó kérdéspontszámok besorolása1;NULL;-1;nem kiértékelhető;NULL;
767;mozgásra vonatkozó kérdéspontszámok besorolása1;NULL;0;0-7 pont;NULL;
767;mozgásra vonatkozó kérdéspontszámok besorolása1;NULL;1;8-13 pont;NULL;
767;mozgásra vonatkozó kérdéspontszámok besorolása1;NULL;2;14-19 pont;NULL;
768;Sokat ül?;NULL;-1;nem kiértékelhető;NULL;
768;Sokat ül?;NULL;0;napi 6 óránál kevesebbet ül;NULL;
768;Sokat ül?;NULL;1;napi 6 óránál is többet ül;NULL;
769;Sokat mozog? (3 csop);NULL;-1;nem kiértékelhető;NULL;
769;Sokat mozog? (3 csop);NULL;0;sem nem sportol, sem nem sétál;NULL;
769;Sokat mozog? (3 csop);NULL;1;vagy csak sétál eleget, vagy csak sportol eleget;NULL;
769;Sokat mozog? (3 csop);NULL;2;sokat sportol is és sokat sétál is;NULL;
770;Sokat mozog?;NULL;-1;nem kiértékelhető;NULL;
770;Sokat mozog?;NULL;0;rendszeresen nem mozog intenzíven;NULL;
770;Sokat mozog?;NULL;1;rendszeresen mozog intenzíven;NULL;
771;Milyen munkát végez?;NULL;0;nincs válasz;NULL;
771;Milyen munkát végez?;NULL;1;fizikai;NULL;
771;Milyen munkát végez?;NULL;2;szellemi;NULL;
771;Milyen munkát végez?;NULL;3;mindkettõt;NULL;
772;Iskolai végzettség?;NULL;0;nincs válasz;NULL;
772;Iskolai végzettség?;NULL;1;Általános;NULL;
772;Iskolai végzettség?;NULL;2;Középiskola;NULL;
772;Iskolai végzettség?;NULL;3;Fõiskola;NULL;
772;Iskolai végzettség?;NULL;4;Egyetem;NULL;
773;Pitvarfibrilláció - több mint 6 pitvari extraütés percenként;NULL;0;eltérő érték;NULL;
773;Pitvarfibrilláció - több mint 6 pitvari extraütés percenként;NULL;1;megfelelő érték;NULL;
773;Pitvarfibrilláció - több mint 6 pitvari extraütés percenként;NULL;2;nincs adat;NULL;
774;Tachykardia - több mint 6 kamrai extraütés percenként;NULL;0;eltérő érték;NULL;
774;Tachykardia - több mint 6 kamrai extraütés percenként;NULL;1;megfelelő érték;NULL;
774;Tachykardia - több mint 6 kamrai extraütés percenként;NULL;2;nincs adat;NULL;
775;Színtévesztés szûrõvizsgálata;NULL;0;eltérő érték;NULL;
775;Színtévesztés szûrõvizsgálata;NULL;1;megfelelő érték;NULL;
775;Színtévesztés szûrõvizsgálata;NULL;2;nincs adat;NULL;
776;Kéz szorító erejének dynamometeres vizsgálata (jobb kéz);Kg;0;szorító erõ;NULL;
777;jobb kéz szorítóerõ megfelelõsége;NULL;0;eltérő érték;NULL;
777;jobb kéz szorítóerõ megfelelõsége;NULL;1;megfelelő érték;NULL;
777;jobb kéz szorítóerõ megfelelõsége;NULL;2;nincs adat;NULL;
778;Kéz szorító erejének dynamometeres vizsgálata (bal kéz);Kg;0;szorító erõ;NULL;
779;bal kéz szorítóerõ megfelelõsége;NULL;0;eltérő érték;NULL;
779;bal kéz szorítóerõ megfelelõsége;NULL;1;megfelelő érték;NULL;
779;bal kéz szorítóerõ megfelelõsége;NULL;2;nincs adat;NULL;
780;Fugszuvasodás?;NULL;0;eltérő érték;NULL;
780;Fugszuvasodás?;NULL;1;megfelelő érték;NULL;
780;Fugszuvasodás?;NULL;2;nincs adat;NULL;
781;Foghiány?;NULL;0;eltérő érték;NULL;
781;Foghiány?;NULL;1;megfelelõ érték;NULL;
781;Foghiány?;NULL;2;nincs adat;NULL;
782;Ínygyulladás?;NULL;0;eltérõ érték;NULL;
782;Ínygyulladás?;NULL;1;megfelelõ érték;NULL;
782;Ínygyulladás?;NULL;2;nincs adat;NULL;
783;Elváltozás arcon, nyakon?;NULL;0;eltérõ érték;NULL;
783;Elváltozás arcon, nyakon?;NULL;1;megfelelõ érték;NULL;
783;Elváltozás arcon, nyakon?;NULL;2;nincs adat;NULL;
784;Elváltozás szájnyálkahártyán?;NULL;0;eltérõ érték;NULL;
784;Elváltozás szájnyálkahártyán?;NULL;1;megfelelõ érték;NULL;
784;Elváltozás szájnyálkahártyán?;NULL;2;nincs adat;NULL;
785;Fogászati ellátás szükséges?;NULL;0;eltérõ érték;NULL;
785;Fogászati ellátás szükséges?;NULL;1;megfelelõ érték;NULL;
785;Fogászati ellátás szükséges?;NULL;2;nincs adat;NULL;
786;Országok;NULL;-1;ismeretlen;;
786;Országok;NULL;0;=c_Countries(m786).hungarianname;;
787;Magyarország országrészei;NULL;-1;ismeretlen;;
787;Magyarország országrészei;NULL;0;=c_SubCountries(m787).name;;
788;Kistérségek;NULL;-1;ismeretlen;;
788;Kistérségek;NULL;0;=c_SubRegions(m788).name;;
789;Járások;NULL;-1;ismeretlen;;
789;Járások;NULL;0;=c_Districts(m789).name;;
790;Települések;NULL;-1;ismeretlen;;
790;Települések;NULL;0;=c_Localities(m790).name;;
791;Település népességszám szerinti besorolása;NULL;0;nem besorolható;NULL;
791;Település népességszám szerinti besorolása;NULL;1;metropolis 1M fő felett;>=1 000 000;
791;Település népességszám szerinti besorolása;NULL;2;metropolis 250e fő felett;250 000 - 999 999;
791;Település népességszám szerinti besorolása;NULL;3;nagyváros;100 000 - 249 999;
791;Település népességszám szerinti besorolása;NULL;4;középváros;20 000 - 99 999;
791;Település népességszám szerinti besorolása;NULL;5;kisváros;5 000 - 19 999;
791;Település népességszám szerinti besorolása;NULL;6;község;2 000 - 4 999;
791;Település népességszám szerinti besorolása;NULL;7;kisközség;1 000 - 1 999;
791;Település népességszám szerinti besorolása;NULL;8;kisfalu;500 - 999;
791;Település népességszám szerinti besorolása;NULL;9;aprófalu;200 - 499;
791;Település népességszám szerinti besorolása;NULL;10;törpefalu;<200;
792;Spherikus ekvivalens besorolása (jobb);NULL;0;Nem kiértékelhető;NULL;
792;Spherikus ekvivalens besorolása (jobb);NULL;1;Patológiás myopia;jobb SPH<=-6;
792;Spherikus ekvivalens besorolása (jobb);NULL;2;Myopia;6<jobb SPH<=-0.5;
792;Spherikus ekvivalens besorolása (jobb);NULL;3;Emmetropia;-0.5< jobb SPH <0.5;
792;Spherikus ekvivalens besorolása (jobb);NULL;4;Hypermetropia;0.5<=jobb SPH;
793;Spherikus ekvivalens besorolása (bal);NULL;0;Nem kiértékelhető;NULL;
793;Spherikus ekvivalens besorolása (bal);NULL;1;Patológiás myopia;bal SPH<=-6;
793;Spherikus ekvivalens besorolása (bal);NULL;2;Myopia;6<bal SPH<=-0.5;
793;Spherikus ekvivalens besorolása (bal);NULL;3;Emmetropia;-0.5< bal SPH <0.5;
793;Spherikus ekvivalens besorolása (bal);NULL;4;Hypermetropia;0.5<=bal SPH;
794;Ismert tejcukor érzékenység H2 kilégzési teszttel igazolva?;NULL;0;nem;NULL;
794;Ismert tejcukor érzékenység H2 kilégzési teszttel igazolva?;NULL;1;igen;NULL;
794;Ismert tejcukor érzékenység H2 kilégzési teszttel igazolva?;NULL;2;nincs válasz;NULL;
795;Ismert tejcukor érzékenység genetikai teszttel igazolva?;NULL;0;nem;NULL;
795;Ismert tejcukor érzékenység genetikai teszttel igazolva?;NULL;1;igen;NULL;
795;Ismert tejcukor érzékenység genetikai teszttel igazolva?;NULL;2;nincs válasz;NULL;
796;Ismert a tejcukor érzékenység, de nem történt diagnosztika.;NULL;0;nincs válasz;NULL;
796;Ismert a tejcukor érzékenység, de nem történt diagnosztika.;NULL;1;igen;NULL;
797;Tejcukor (laktóz) érzékenységi teszt összpontszám (2);NULL;-1;nem számolható;NULL;
797;Tejcukor (laktóz) érzékenységi teszt összpontszám (2);NULL;1;pontszám;NULL;
798;Tejcukor (laktóz) érzékenységi teszt összpontszám besorolás (2);NULL;0;nem besorolható;NULL;
798;Tejcukor (laktóz) érzékenységi teszt összpontszám besorolás (2);NULL;1;valószínûleg nincs tejcukor érzékenysége;0-5 pont;
798;Tejcukor (laktóz) érzékenységi teszt összpontszám besorolás (2);NULL;2;tünetek alapján felmerülhet tejcukor érzékenység;6-10 pont;
799;Anisometropia (jobb-bal SPHekv. előjeles eltérése);NULL;-1000;Nem számolható;NULL;
799;Anisometropia (jobb-bal SPHekv. előjeles eltérése);NULL;1;jobbSPHekv-balSPHekv;NULL;
800;Anisometropia besorolásai;NULL;0;nem kiértékelhető;NULL;
800;Anisometropia besorolásai;NULL;1;nincs anisometria;NULL;
800;Anisometropia besorolásai;NULL;2;enyhe anisometria;NULL;
800;Anisometropia besorolásai;NULL;3;mérsékelt anisometropia;NULL;
800;Anisometropia besorolásai;NULL;4;erős anisometropia;NULL;
801;Kitöltés ID;NULL;NULL;NULL;NULL;
802;Kezdés dátuma;NULL;NULL;NULL;NULL;
803;A felvétel települése;NULL;NULL;NULL;NULL;
804;IskVégzettség demencia;NULL;0;0 value;;
804;IskVégzettség demencia;NULL;1;8 általános;;
804;IskVégzettség demencia;NULL;2;középiskola;;
804;IskVégzettség demencia;NULL;3;felsőfokú végzettség;;
805;Első feladatban elért pontszám;NULL;NULL;NULL;NULL;
806;Második feladatban elért pontszám;NULL;NULL;NULL;NULL;
807;Demencia veszélye fennáll;NULL;0;nem;NULL;
807;Demencia veszélye fennáll;NULL;1;igen;NULL;
807;Demencia veszélye fennáll;NULL;2;nem ismert;NULL;
808;SPH Ekvivalens előjeles eltérése (jobb -bal);NULL;-1000;nem számolható;NULL;
808;SPH Ekvivalens előjeles eltérése (jobb -bal);NULL;1;SPH ekv.elt.(jobb-bal);NULL;
809;SPH ekv.eltérés besorolása;NULL;-1000;nem számolható;NULL;
809;SPH ekv.eltérés besorolása;NULL;1;SPH ekv.elt. besorolás;NULL;
810;Átesett-e a Covid fertõzésen?;NULL;0;Nem;NULL;
810;Átesett-e a Covid fertõzésen?;NULL;1;Igen;NULL;
810;Átesett-e a Covid fertõzésen?;NULL;2;nincs válasz;NULL;
811;Átestem a Covid fertõzésen, nincsenek panaszaim.;NULL;0;nem/nincs válasz;NULL;
811;Átestem a Covid fertõzésen, nincsenek panaszaim.;NULL;1;Igen;NULL;
812;A Covid fertõzés után több mint 12 héttel még mindig panaszaim vannak;NULL;0;nem/nincs válasz;NULL;
812;A Covid fertõzés után több mint 12 héttel még mindig panaszaim vannak;NULL;1;Igen;NULL;
813;Covid fertõzés után jelentkezett panaszom: tartós fejfájás;NULL;0;nem/nincs válasz;NULL;
813;Covid fertõzés után jelentkezett panaszom: tartós fejfájás;NULL;1;Igen;NULL;
814;Covid fertõzés után jelentkezett panaszom:feledékenység;NULL;0;nem/nincs válasz;NULL;
814;Covid fertõzés után jelentkezett panaszom:feledékenység;NULL;1;Igen;NULL;
815;Covid fertõzés után jelentkezett panaszom:figyelemzavar;NULL;0;nem/nincs válasz;NULL;
815;Covid fertõzés után jelentkezett panaszom:figyelemzavar;NULL;1;Igen;NULL;
816;Covid fertõzés után jelentkezett panaszom:koncentrációs zavarok;NULL;0;nem/nincs válasz;NULL;
816;Covid fertõzés után jelentkezett panaszom:koncentrációs zavarok;NULL;1;Igen;NULL;
817;Covid fertõzés után jelentkezett panaszom: alvászavar;NULL;0;nem/nincs válasz;NULL;
817;Covid fertõzés után jelentkezett panaszom: alvászavar;NULL;1;Igen;NULL;
818;Covid fertõzés után jelentkezett panaszom: szédülés;NULL;0;nem/nincs válasz;NULL;
818;Covid fertõzés után jelentkezett panaszom: szédülés;NULL;1;Igen;NULL;
819;Covid fertõzés után jelentkezett panaszom: zsibbadás a végtagokban;NULL;0;nem/nincs válasz;NULL;
819;Covid fertõzés után jelentkezett panaszom: zsibbadás a végtagokban;NULL;1;Igen;NULL;
820;Covid fertõzés után jelentkezett panaszom: ízületi és izomfájdalmak;NULL;0;nem/nincs válasz;NULL;
820;Covid fertõzés után jelentkezett panaszom: ízületi és izomfájdalmak;NULL;1;Igen;NULL;
821;Covid fertõzés után jelentkezett panaszom: hangulatingadozások;NULL;0;nem/nincs válasz;NULL;
821;Covid fertõzés után jelentkezett panaszom: hangulatingadozások;NULL;1;Igen;NULL;
822;Covid fertõzés után jelentkezett panaszom: depresszió;NULL;0;nem/nincs válasz;NULL;
822;Covid fertõzés után jelentkezett panaszom: depresszió;NULL;1;Igen;NULL;
823;Covid fertõzés után jelentkezett panaszom: szorongás;NULL;0;nem/nincs válasz;NULL;
823;Covid fertõzés után jelentkezett panaszom: szorongás;NULL;1;Igen;NULL;
824;Covid fertõzés után jelentkezett panaszom: hajhullás kiütések;NULL;0;nem/nincs válasz;NULL;
824;Covid fertõzés után jelentkezett panaszom: hajhullás kiütések;NULL;1;Igen;NULL;
825;Covid fertõzés után jelentkezett panaszom: terhelésre fokozódó fulladás;NULL;0;nem/nincs válasz;NULL;
825;Covid fertõzés után jelentkezett panaszom: terhelésre fokozódó fulladás;NULL;1;Igen;NULL;
826;Covid fertõzés után jelentkezett panaszom: tartós, száraz köhögés;NULL;0;nem/nincs válasz;NULL;
826;Covid fertõzés után jelentkezett panaszom: tartós, száraz köhögés;NULL;1;Igen;NULL;
827;Covid fertõzés után jelentkezett panaszom: nagyfokú fáradékonyság;NULL;0;nem/nincs válasz;NULL;
827;Covid fertõzés után jelentkezett panaszom: nagyfokú fáradékonyság;NULL;1;Igen;NULL;
828;Covid fertõzés után jelentkezett panaszom: szívritmuszavar;NULL;0;nem/nincs válasz;NULL;
828;Covid fertõzés után jelentkezett panaszom: szívritmuszavar;NULL;1;Igen;NULL;
829;Covid fertõzés után jelentkezett panaszom: mellkasi fájdalmak;NULL;0;nem/nincs válasz;NULL;
829;Covid fertõzés után jelentkezett panaszom: mellkasi fájdalmak;NULL;1;Igen;NULL;
830;Covid fertõzés után jelentkezett panaszom: ingadozó vérnyomás;NULL;0;nem/nincs válasz;NULL;
830;Covid fertõzés után jelentkezett panaszom: ingadozó vérnyomás;NULL;1;Igen;NULL;
831;Covid fertõzés után jelentkezett panaszom: cukorbetegség megjelenése;NULL;0;nem/nincs válasz;NULL;
831;Covid fertõzés után jelentkezett panaszom: cukorbetegség megjelenése;NULL;1;Igen;NULL;
832;Covid fertõzés után jelentkezett panaszom: véralvadási zavarok;NULL;0;nem/nincs válasz;NULL;
832;Covid fertõzés után jelentkezett panaszom: véralvadási zavarok;NULL;1;Igen;NULL;
833;Covid fertõzés után jelentkezett panaszom: trombózis;NULL;0;nem/nincs válasz;NULL;
833;Covid fertõzés után jelentkezett panaszom: trombózis;NULL;1;Igen;NULL;
834;Covid fertõzés után jelentkezett panaszom: embólia;NULL;0;nem/nincs válasz;NULL;
834;Covid fertõzés után jelentkezett panaszom: embólia;NULL;1;Igen;NULL;
835;Covid fertõzés után jelentkezett panaszom: stroke;NULL;0;nem/nincs válasz;NULL;
835;Covid fertõzés után jelentkezett panaszom: stroke;NULL;1;Igen;NULL;
836;Covid fertõzés után jelentkezett panaszom: szagérzészavar;NULL;0;nem/nincs válasz;NULL;
836;Covid fertõzés után jelentkezett panaszom: szagérzészavar;NULL;1;Igen;NULL;
837;Covid fertõzés után jelentkezett panaszom: ízérzészavar;NULL;0;nem/nincs válasz;NULL;
837;Covid fertõzés után jelentkezett panaszom: ízérzészavar;NULL;1;Igen;NULL;
838;Covid fertõzés után jelentkezett panaszom: kellemetlen szagokat érez mindenütt;NULL;0;nem/nincs válasz;NULL;
838;Covid fertõzés után jelentkezett panaszom: kellemetlen szagokat érez mindenütt;NULL;1;Igen;NULL;
839;Covid fertõzés után jelentkezett panaszom: tartós rekedtség;NULL;0;nem/nincs válasz;NULL;
839;Covid fertõzés után jelentkezett panaszom: tartós rekedtség;NULL;1;Igen;NULL;
840;Post Covid panaszok száma;NULL;1;post Covid panaszok száma;NULL;
841;Felmerül a post Covid szindróma?;NULL;0;nem/nem kiértékelhetõ;NULL;
841;Felmerül a post Covid szindróma?;NULL;1;Igen;NULL;
842;páciens TAJ-szám;NULL;NULL;NULL;NULL;
843;Szemnyomás besorolások;NULL;0;nem számolható;NULL;
843;Szemnyomás besorolások;NULL;1;<=13 Hgmm;NULL;
843;Szemnyomás besorolások;NULL;2;13< <=16 Hgmm;NULL;
843;Szemnyomás besorolások;NULL;3;16< <=19 Hgmm;NULL;
843;Szemnyomás besorolások;NULL;4;19< <=22 Hgmm;NULL;
843;Szemnyomás besorolások;NULL;5;22< <=25 Hgmm;NULL;
843;Szemnyomás besorolások;NULL;6;25 Hgmm<;NULL;
844;TAJ szám kitöltött-e?;NULL;1;TAJ érvényes;NULL;
844;TAJ szám kitöltött-e?;NULL;2;TAJ érvénytelen;;
845;MÁESz Vastagbéldaganat: dohányzik?;NULL;0;nem;NULL;
845;MÁESz Vastagbéldaganat: dohányzik?;NULL;1;igen;NULL;
845;MÁESz Vastagbéldaganat: dohányzik?;NULL;2;nem ismert;NULL;
846;Van-e Önnek stómája, vagy terveznek-e Önnél a közeljövőbenilyen jellegű műtétet?;NULL;0;nem;NULL;
846;Van-e Önnek stómája, vagy terveznek-e Önnél a közeljövőbenilyen jellegű műtétet?;NULL;1;igen;NULL;
846;Van-e Önnek stómája, vagy terveznek-e Önnél a közeljövőbenilyen jellegű műtétet?;NULL;2;nem ismert;NULL;
847;Még akkor sem éreztem fájdalmat, ha gyors tempóban, vagy emelkedőn sétálok.;NULL;0;nem;NULL;
847;Még akkor sem éreztem fájdalmat, ha gyors tempóban, vagy emelkedőn sétálok.;NULL;1;igen;;
901;Mért vércukor érték - betegség kapcsolat;NULL;-1;nem kiértékelhető;;
901;Mért vércukor érték - betegség kapcsolat;NULL;0;normál vércukor értékek, nincs betegség;;
901;Mért vércukor érték - betegség kapcsolat;NULL;1;emelkedett vércukor érték, nincs betegség;;
901;Mért vércukor érték - betegség kapcsolat;NULL;2;normális vércukor érték, van betegség;;
901;Mért vércukor érték - betegség kapcsolat;NULL;3;emelkedett vércukor érték, van betegség;;
1001;Krónikus bet. száma, ami nem anyagcserezavarral függ össze;db;0;darabszám;NULL;
1001;Krónikus bet. száma, ami nem anyagcserezavarral függ össze;db;99;Nem kiszámítható;NULL;
1002;Szív- és érrendszeri betegségek száma?;db;0;darabszám;;
1002;Szív- és érrendszeri betegségek száma?;db;99;nem értékelhető;;
1003;Anyagcserezavar miatti krónikus betegségek száma?;db;0;darabszám;;
1003;Anyagcserezavar miatti krónikus betegségek száma?;db;99;nem értékelhető;;
1004;Korcsoport besorolások (-18-35-45-55-60-65-70-);NULL;0;nem besorolható;NULL;
1004;Korcsoport besorolások (-18-35-45-55-60-65-70-);NULL;1;fiatal korú;<18;
1004;Korcsoport besorolások (-18-35-45-55-60-65-70-);NULL;2;18-34;18-35;
1004;Korcsoport besorolások (-18-35-45-55-60-65-70-);NULL;3;35-44;35-45;
1004;Korcsoport besorolások (-18-35-45-55-60-65-70-);NULL;4;45-54;45 - 55;
1004;Korcsoport besorolások (-18-35-45-55-60-65-70-);NULL;5;55-60;55 - 60;
1004;Korcsoport besorolások (-18-35-45-55-60-65-70-);NULL;6;61-64;60-65;
1004;Korcsoport besorolások (-18-35-45-55-60-65-70-);NULL;7;65-74;65 - 75;
1004;Korcsoport besorolások (-18-35-45-55-60-65-70-);NULL;8;75 felett;75 -;
1005;Szénhidrát anyagcserezavar betegsége van-e?;NULL;-1;nem kiértékelhető;;
1005;Szénhidrát anyagcserezavar betegsége van-e?;NULL;0;nincs;;
1005;Szénhidrát anyagcserezavar betegsége van-e?;NULL;1;van;;
1006;Krónikus betegségek száma;db;0;nem kiértékelhető;;
1006;Krónikus betegségek száma;db;1;darabszám;NULL;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;0;nem besorolható;NULL;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;1;fiatal korú;NULL;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;2;18-25;;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;3;26-30;;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;4;31-35;;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;5;36-40;;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;6;41-45;;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;7;46-50;;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;8;51-55;;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;9;56-60;NULL;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;10;61-65;NULL;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;11;66-70;NULL;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;12;71-75;NULL;
1007;Korcsoport bes. (repr.orsz, 5 éves bontás);NULL;13;76-;NULL;
1008;Rossz lipid paraméterek száma;db;0;darabszám;;
1008;Rossz lipid paraméterek száma;db;99;Nem kiértékelhető;;
1009;Vércukor besorolás;NULL;0;Nem besorolható;;
1009;Vércukor besorolás;NULL;1;Normális;"#ha(m1043=1;tartomany(m1043,1);tartomany(m1044,1))#";
1009;Vércukor besorolás;NULL;2;Emelkedett;;
1010;Vérnyomás értékek besorolása;NULL;0;Nem besorolható;;
1010;Vérnyomás értékek besorolása;NULL;1;ideális;120/80 alatt;
1010;Vérnyomás értékek besorolása;NULL;2;normális;120/80<= és <130/85;
1010;Vérnyomás értékek besorolása;NULL;3;emelkedett normális;130/85<= és <140/90;
1010;Vérnyomás értékek besorolása;NULL;4;magas;140/90<= és <160/100;
1010;Vérnyomás értékek besorolása;NULL;5;nagyon magas;160/100<= és <180/110;
1010;Vérnyomás értékek besorolása;NULL;6;extra magas;180/110<=;
1011;Túltápláltság értékelése;NULL;0;Normál tápláltság;;
1011;Túltápláltság értékelése;NULL;1;túltáplált;;
1011;Túltápláltság értékelése;NULL;99;nem definiált;;
1012;Egészséges - kock.tény, de nem beteg - beteg besorolás;NULL;0;nem kiértékelhető;;
